ID	price	bedrooms	bathrooms	sqft_living	sqft_lot
854	225500	4	2	1440	7950
855	252500	3	2	1150	6000
856	510000	3	2.5	1860	3658
857	510000	4	2.5	2430	5203
858	725000	3	2.5	1940	4000
859	75000	1	0	670	43377
860	492000	2	1	880	2970
861	1960000	4	2.75	3120	7898
862	699000	4	2.5	3230	40319
863	310000	2	1	700	3000
864	350000	3	1.75	1010	8580
865	315000	3	2.5	1570	2865
866	267500	5	3.5	2390	6600
867	435000	6	3.5	2400	8620
868	482500	6	4.5	2940	7500
869	460000	3	3	1520	7500
870	290000	2	0.75	440	8313
871	274700	4	2	2440	9600
872	900000	4	2.5	2660	3672
873	605000	3	2.5	2010	3667
874	850000	3	1.75	1400	9900
875	505000	3	2	1500	2500
876	565000	3	2.5	2500	7394
877	328000	4	3.25	3380	7500
878	749950	4	2.75	2910	18700
879	875000	3	3.5	3250	6000
880	902000	4	2.25	2530	9200
881	423000	3	1	1830	13900
882	235000	3	1	1170	11100
883	545000	2	2	2930	14057
884	343000	2	1	1230	7560
885	334950	3	2.5	1620	2930
886	405000	3	1.75	1760	5355
887	220000	4	1	1440	8250
888	655000	3	1	1270	3600
889	406000	2	1	880	3000
890	632000	6	2.5	2560	8320
891	357000	5	2.75	1540	4000
892	361000	3	1.75	1150	17585
893	277000	2	1	770	8149
894	630000	4	3.75	4610	40202
895	472800	3	2.25	1840	8400
896	263000	3	1.75	1490	3800
897	179950	3	1	960	10125
898	479000	3	2.5	1260	889
899	651000	3	2	1940	6440
900	949000	4	1.75	2490	7834
901	392400	5	2.5	2520	27951
902	585000	4	1.75	1760	5356
903	470000	3	1	1170	4400
904	245000	3	2.5	1600	4271
905	500000	4	2	2760	27631
906	455000	3	2.5	2090	8653
907	485500	4	2.5	2320	3974
908	307000	3	1.75	1410	16105
909	475000	4	3.5	3660	14401
910	130000	3	1	1110	7520
911	320000	3	2.5	2280	7417
912	234000	3	1.5	1200	11935
913	211000	4	2	1710	8288
914	457000	4	3	2800	7845
915	349000	3	2.25	1640	7261
916	350000	4	2.5	2530	10155
917	208000	3	1	990	7420
918	250275	2	1	790	11234
919	435000	2	1	790	11234
920	270000	3	1.75	1800	7763
921	438000	3	1.75	1650	12940
922	685100	4	2.5	2790	5423
923	350000	7	3	2800	9569
924	375000	2	1	1840	81892
925	170000	3	1.5	1350	81549
926	880000	4	2.5	3030	3841
927	410500	4	2.5	1980	5000
928	317000	3	2	1760	11410
929	399000	5	2	2620	7030
930	495000	5	2.75	2630	10165
931	258000	3	1.75	2270	9000
932	265000	3	2.75	1120	881
933	321000	5	2.75	3030	7000
934	682000	5	2.25	2120	4000
935	295700	4	2.5	1720	5805
936	609000	4	2.5	2150	37981
937	995000	3	4.5	4380	47044
938	530000	3	2.25	2010	11817
939	614000	5	2.5	3150	5150
940	390000	3	2.5	2500	21780
941	467000	3	2.5	1690	6642
942	484000	6	2.5	3300	13501
943	340000	3	2.5	1240	1115
944	302495	3	2.5	2200	7201
945	532500	3	1.75	1620	3360
946	441500	3	2.5	2420	9592
947	2300000	4	3.25	4250	8570
948	750000	2	2.5	2630	7957
949	831000	4	3	2170	4000
950	403000	3	2.5	1700	4125
951	445000	3	2.5	2470	4565
952	2260000	3	3.5	3110	14872
953	371025	3	2	1530	8925
954	355000	2	1	960	6250
955	270000	3	1	1240	14110
956	425000	4	2.75	2440	15349
957	325000	4	2.5	2963	5797
958	350000	3	2.25	2470	10290
959	550000	3	1	1130	7500
960	420000	3	1	1150	5120
961	389250	2	1.5	1490	4080
962	748000	3	2.5	2600	10183
963	284000	3	1.75	1530	9600
964	588000	4	2	1680	5000
965	372500	3	1.75	1680	8648
966	275000	3	1	1370	17859
967	428000	2	2	1350	4225
968	847000	6	2.5	3010	17864
969	316000	3	1	1010	7838
970	533000	3	1	1670	4080
971	556000	5	2.5	3840	16905
972	537250	4	2.5	2590	9530
973	255000	3	1	1180	13650
974	530000	4	2.5	2950	4836
975	595000	3	2.75	2150	31238
976	548000	4	2	2100	8880
977	234975	3	1.75	1650	8073
978	600000	3	1.75	1620	1325
979	432000	4	1	1750	12528
980	455000	3	1.5	1380	6657
981	267500	3	1.5	1600	9072
982	110000	2	1	830	7590
983	625000	3	3.5	1810	1846
984	389000	2	1	910	7000
985	1200000	4	2	2120	3360
986	788500	4	2.25	2510	133729
987	515000	2	2.25	2690	15000
988	430000	4	3.75	2452	4800
989	567500	3	2.5	2080	4556
990	495000	2	1.75	1850	2530
991	825000	4	2.5	3370	5000
992	435000	4	2.25	2730	7506
993	445950	3	1.75	1300	7800
994	780000	4	3	2440	3600
995	274500	3	2.25	1720	9000
996	729953	5	3	3230	5167
997	464950	3	1.5	1200	890
998	620000	4	1.75	2350	18800
999	735000	4	3.5	3100	5600
1000	450000	4	2.25	2040	9565
1001	842500	4	2.5	2160	5298
1002	461000	3	2.25	1850	7923
1003	345000	2	1	1350	4494
1004	1080000	3	2.5	3280	10302
1005	690000	4	2.5	2820	8307
1006	549000	3	1.75	2000	6130
1007	815000	3	2	2310	6000
1008	2200000	5	4.25	4640	22703
1009	700000	3	2.25	2330	11424
1010	933399	3	2.5	3940	10360
1011	290000	3	1	1440	11250
1012	372000	4	1.75	1960	9300
1013	672000	4	2.5	2440	10049
1014	334000	4	1.5	1150	9360
1015	260000	2	1	1120	5650
1016	330000	4	2.25	2380	122038
1017	1130000	3	2.25	2790	13791
1018	225000	3	2	1700	11475
1019	279200	1	1	640	6350
1020	520000	4	3.5	2680	10000
1021	505000	3	2.5	1860	8060
1022	234000	3	1.75	1490	8366
1023	503000	4	2.5	2470	5044
1024	606000	4	2.25	2390	8858
1025	433500	3	1	1230	6000
1026	250000	3	1.5	2840	10182
1027	719000	3	2.5	2120	9307
1028	267000	3	2.5	2495	4400
1029	275000	1	0.75	1170	14149
1030	651000	4	2.5	2740	7140
1031	439000	2	1	1050	5671
1032	325000	2	1	1130	5070
1033	490000	2	1	880	6380
1034	519900	4	2.5	2403	6172
1035	545000	4	2.75	3410	35040
1036	1060000	4	4	5320	20041
1037	465000	4	1.75	1810	21650
1038	253000	3	1.75	1250	10122
1039	280000	2	1	910	4662
1040	658588	3	2.25	2560	41346
1041	635000	4	2.25	1920	8910
1042	439000	4	2.25	2240	8300
1043	300000	3	2.5	1260	3855
1044	345000	3	1.5	1360	13496
1045	283500	4	2.25	2100	8050
1046	425000	2	1	2110	4920
1047	685000	3	1.75	2210	8955
1048	750000	3	2.5	2360	12987
1049	245000	4	1.5	1280	8000
1050	585444	6	3.75	2740	6924
1051	706000	4	2.5	2740	7571
1052	445000	4	2	2630	9099
1053	241000	3	2	1650	6000
1054	1180000	2	2.5	1770	7155
1055	350000	3	1.5	1430	12199
1056	1700000	4	3.75	3190	17186
1057	799000	4	2.75	2390	6820
1058	1400000	4	2.5	4040	9630
1059	340895	2	1	920	8612
1060	350000	2	1.5	1320	73600
1061	470000	3	2.5	2620	4874
1062	914600	4	3	3180	80837
1063	470000	5	2	1900	6000
1064	715000	3	2	1760	5400
1065	2540000	4	3	3710	20000
1066	640000	3	1	1530	4944
1067	535000	3	2	2040	5600
1068	907000	3	1.75	2170	12220
1069	1360000	3	2.5	3600	21399
1070	264950	3	1.5	1470	11599
1071	352950	3	1	1760	3000
1072	491500	3	2.25	2230	13100
1073	1230000	4	3.5	3770	37034
1074	369500	3	1	1200	9194
1075	566000	3	2.5	2090	6294
1076	290000	3	2.25	1500	7308
1077	5350000	5	5	8000	23985
1078	180000	3	1	870	5330
1079	302000	2	1	1010	6000
1080	352500	3	1.75	1860	7881
1081	235867	4	2	1330	5926
1082	500000	3	2.25	1760	11946
1083	515000	5	2.5	1690	2402
1084	250000	1	1	660	2600
1085	672500	3	2.25	2400	5300
1086	755000	3	2.25	3020	13031
1087	707500	3	1	1500	2555
1088	459000	4	2	1560	3840
1089	140000	3	1	1090	10620
1090	495000	2	1	970	4284
1091	359000	4	1.5	1890	6052
1092	440000	3	1	1050	7500
1093	400000	4	1.5	1390	7200
1094	652000	3	2	1700	4080
1095	519500	4	2	1540	17859
1096	650000	3	1	1710	5992
1097	280000	4	2.25	2100	8075
1098	400000	3	2.25	1500	2692
1099	652100	3	2.5	2380	5017
1100	235000	6	3	2180	7956
1101	701000	4	1.5	1840	10080
1102	640000	4	2.5	2341	9594
1103	455800	3	2.5	1690	4584
1104	504750	3	2.5	2490	21937
1105	530000	3	0.75	920	20412
1106	250000	2	1	1030	8786
1107	229950	5	2.75	2000	5885
1108	884744	4	3.5	4210	9414
1109	532000	3	2.25	1910	35015
1110	423000	4	2.5	2660	5539
1111	521000	3	1.75	1730	18250
1112	577000	4	2.25	2360	7490
1113	425000	3	1	970	8040
1114	495000	4	2.5	2460	4862
1115	340000	3	2.5	2690	8577
1116	499950	3	3.5	1820	1991
1117	1220000	4	3	3470	4750
1118	720000	4	2.75	3370	7634
1119	249000	3	1.5	1700	8247
1120	206135	3	1	1340	11070
1121	300000	5	2.75	2000	9276
1122	1100000	5	2.5	3890	27311
1123	230000	4	2	1220	9100
1124	850000	3	1	2280	4600
1125	355000	4	2.5	2770	7000
1126	442000	4	2.5	2520	7253
1127	360000	4	2.5	2390	7115
1128	413000	5	2.5	2900	8711
1129	190000	2	1	700	9500
1130	621138	3	2.25	2180	7741
1131	270000	3	2.25	2080	4252
1132	610000	4	2.25	2090	35040
1133	500000	3	2	1720	5525
1134	715000	4	2.25	2460	40635
1135	264000	3	1.5	1470	14821
1136	550000	3	1.75	1650	3200
1137	405000	4	2.5	2030	9095
1138	775000	4	2.5	2540	28563
1139	425000	3	2.25	1570	7475
1140	713000	5	2.75	2580	9242
1141	555000	5	2.5	2090	8712
1142	810000	4	2.5	3260	5608
1143	1250000	4	3.75	3830	41263
1144	819000	3	3.5	2130	6150
1145	409900	3	2.5	1690	1200
1146	657500	4	1.75	1620	7560
1147	900000	6	3.75	4210	6105
1148	932800	5	3.25	2980	7095
1149	420000	4	2.5	2110	9825
1150	1300000	6	3.5	6563	32670
1151	350000	3	1.75	1830	9425
1152	375000	2	1	1230	1820
1153	860000	3	1.75	2180	14135
1154	495000	4	2.25	2220	8872
1155	365000	4	2.25	1990	21312
1156	150000	2	1	1100	7200
1157	450000	4	1.75	1640	1480
1158	355000	4	3	2590	7213
1159	245000	3	2	1450	9333
1160	299000	4	2.5	1820	7575
1161	957500	4	2.25	2360	11523
1162	343000	3	1	1120	7250
1163	307500	3	2.25	1646	7364
1164	937500	5	3.75	4210	14599
1165	610000	3	3	2480	45302
1166	720000	3	1.5	1590	7080
1167	434500	3	1.75	1650	7965
1168	607010	4	2.5	2180	4000
1169	828500	4	2.5	3720	35000
1170	199990	3	1	1100	8560
1171	797000	3	3.5	3500	9473
1172	539950	5	3	3100	5250
1173	525000	4	2.5	2400	10070
1174	303000	3	2.5	1850	4957
1175	722080	3	3.25	3680	7650
1176	140000	3	1	1060	7473
1177	235000	3	1	1060	7473
1178	440000	3	1	1610	5500
1179	605000	3	1.75	2330	6000
1180	380000	2	1	1210	4800
1181	352000	4	1	1530	8890
1182	420000	4	2.25	2270	12000
1183	1380000	3	1.5	1850	10572
1184	300000	3	1.5	1500	14750
1185	1150000	4	3.25	4740	49091
1186	453500	2	1.5	1710	4189
1187	443500	3	2	1920	7598
1188	332000	2	1	1150	8138
1189	655000	3	2.5	2320	4721
1190	475000	4	1	1420	6000
1191	372500	3	1.75	1550	12956
1192	1050000	4	2.5	2920	7200
1193	900000	6	2.75	2300	24773
1194	451101	2	1.5	1510	1962
1195	455000	4	1	1340	5800
1196	650000	4	2.5	3350	46748
1197	800000	4	2.25	2350	10664
1198	703770	4	2.25	2550	12918
1199	512000	2	2	1270	3881
1200	780000	5	2.5	3480	74052
1201	336000	3	2.25	2820	11625
1202	537500	4	2.5	2550	4630
1203	425000	3	1	1550	4160
1204	290000	3	2	1760	6600
1205	349500	3	2	1270	3600
1206	370000	3	2.75	1250	1655
1207	549500	3	1.75	1620	8438
1208	208000	3	1.75	1070	7200
1209	550000	4	2.5	1670	5116
1210	750000	3	2.75	3010	206910
1211	169317	2	1	790	4000
1212	1200000	4	3.5	3400	3850
1213	880000	2	1	1530	6350
1214	210000	1	1	930	7129
1215	180500	3	1.5	1540	9800
1216	540000	4	2	1990	29078
1217	520000	3	1.75	2300	35722
1218	177500	3	1.5	1220	6000
1219	415000	3	1.75	2380	5650
1220	495000	4	2.5	2020	7200
1221	325000	3	2.25	1890	9646
1222	440000	2	1.75	1330	4903
1223	411000	3	1.75	1490	9844
1224	810000	5	3.5	3550	9600
1225	561750	5	1.75	2040	8996
1226	835100	4	2.5	2380	12573
1227	450000	3	2.25	1780	9969
1228	299000	3	1	1510	142803
1229	570000	2	1	1100	6240
1230	340000	3	1.75	2190	12626
1231	450000	2	1.75	1760	2275
1232	520000	4	2	2000	6380
1233	231500	2	1	1200	9488
1234	330000	4	2.5	3504	6000
1235	425000	4	2	1330	9188
1236	335000	4	2.5	2240	9701
1237	342000	3	3	1260	1251
1238	490000	8	5	2800	2580
1239	331500	4	1.75	1820	14319
1240	960000	3	2.5	1730	4102
1241	720500	4	2.5	3350	35298
1242	662990	3	1.75	1240	3600
1243	220000	4	2	2340	10507
1244	349950	5	2	1880	4179
1245	396000	3	1.75	2340	5668
1246	293000	3	1	1020	7650
1247	339000	3	2.25	2090	10120
1248	285000	4	2.25	1830	8734
1249	775000	6	2.75	2980	5000
1250	224000	4	1.5	1600	9289
1251	2250000	4	3.5	4440	8125
1252	1230000	4	2.5	3040	7000
1253	390000	3	1.5	1610	13500
1254	470000	3	2.25	2220	9800
1255	510000	2	1.75	1210	131115
1256	467000	2	2.5	1140	1181
1257	576000	4	2.5	2440	28405
1258	825000	4	2.5	3210	18901
1259	281000	2	1	930	2600
1260	326000	3	2.5	1782	1577
1261	440000	5	1.75	3690	36036
1262	749000	4	2.5	2930	18199
1263	270000	3	2.25	1520	7930
1264	600000	2	1	1040	3600
1265	219900	4	1.5	1120	5427
1266	617000	3	1.75	3020	360241
1267	365000	3	1.5	1640	8301
1268	429000	4	2.5	2650	9301
1269	453000	3	2.5	1820	16300
1270	520500	6	2.5	1880	14350
1271	799000	4	3.25	3120	5000
1272	338000	3	2.5	2470	4948
1273	360000	2	2	1180	3200
1274	442500	6	2.5	2800	10490
1275	700000	4	1	1300	1651359
1276	830000	5	3	3040	9601
1277	345000	3	1	1340	9339
1278	300000	3	1.75	1830	51836
1279	264000	3	1.75	1760	7482
1280	435000	3	2	2660	16677
1281	200000	3	1.5	2060	15837
1282	620000	5	2.5	2540	3832
1283	337000	3	1.75	1400	6000
1284	1930000	4	3.25	4280	20296
1285	544500	4	2.5	2230	10414
1286	252000	1	1	680	1638
1287	445000	4	2.5	2340	3784
1288	189950	4	2	1910	4225
1289	785000	3	2.5	2930	33981
1290	372000	4	2.75	2610	8967
1291	445000	5	3	3880	7180
1292	508000	4	2.25	3320	53392
1293	397000	3	2	1710	134489
1294	416000	3	2.5	1790	11542
1295	490000	2	1	950	3060
1296	480000	6	3.75	2940	5054
1297	1040000	3	2.5	4570	10615
1298	545000	3	2.5	2370	9000
1299	850000	5	2.75	3430	15119
1300	600000	3	2.25	2240	9314
1301	535000	4	2.5	2710	12138
1302	531000	5	2.75	2540	5022
1303	530000	4	2.25	2210	7665
1304	805000	4	2.5	3450	33460
1305	390000	4	1.75	2330	8364
1306	487250	4	2	1690	3250
1307	2350000	4	2.25	4370	22863
1308	400000	4	2.5	2350	3904
1309	467500	4	2.5	3160	7210
1310	210000	3	1	1340	306848
1311	300000	3	1	1010	10168
1312	327500	3	2.25	1770	8755
1313	269000	3	2	1210	7136
1314	883000	4	2.5	2960	41656
1315	190000	2	1	840	12252
1316	443000	3	1.75	1530	8028
1317	285000	4	2.25	2150	8250
1318	901000	4	3.25	1560	4080
1319	552500	3	1.75	2040	5775
1320	256000	2	1	860	5000
1321	341000	3	1.5	1720	7119
1322	279000	4	2.25	2090	8941
1323	686000	4	2.25	2130	10650
1324	225000	2	1	1300	11867
1325	215500	2	1.75	1220	15600
1326	503000	4	2.5	2940	156988
1327	212000	4	2	1880	7500
1328	206000	4	2	1720	7560
1329	615000	3	2.5	2250	10171
1330	1140000	4	3.25	4130	11444
1331	330000	5	2.5	2600	3839
1332	240000	4	1.5	1920	7973
1333	574000	3	2	2060	7000
1334	850000	4	3	2720	183823
1335	415000	3	1.5	1490	7275
1336	480000	3	2.5	2360	9005
1337	439000	4	2.25	2570	9503
1338	450000	3	1	1160	36831
1339	589000	3	2.5	2660	206480
1340	477000	3	2.25	1260	3000
1341	587500	4	2.25	1780	6120
1342	1320000	4	2.25	3180	6105
1343	275000	2	1	1180	6552
1344	367500	3	1	1660	11783
1345	453250	4	2.5	2260	6300
1346	607000	5	1.75	1910	5428
1347	255000	4	2	2430	8960
1348	450000	3	1	1060	4650
1349	360000	3	2.25	2200	8000
1350	460000	4	1.75	1720	3050
1351	753000	3	1.75	2360	8290
1352	389950	2	1	820	4234
1353	469000	2	1	1030	4400
1354	550000	4	1.75	2030	5688
1355	565000	5	3.5	2700	11675
1356	189650	2	1.75	1100	7600
1357	1530000	4	3.25	3620	5131
1358	260000	3	1.75	1340	8000
1359	243000	3	1.75	1790	12000
1360	1100000	4	2.5	3830	13800
1361	824500	4	2.5	2610	3500
1362	762500	4	2.75	2610	8760
1363	580000	3	2.5	1740	1280
1364	380000	3	2	1840	8580
1365	1570000	5	4.5	5620	5800
1366	353500	4	2.25	1760	9602
1367	500000	4	2.5	2230	26989
1368	386500	3	1.75	1520	7350
1369	439500	3	2.5	1600	6510
1370	315000	5	2.5	3220	5751
1371	339000	4	2.5	1830	8601
1372	655000	4	2.25	2200	9163
1373	740000	2	2.5	2170	8678
1374	685000	5	2.5	1900	7843
1375	550000	5	2.5	2960	9877
1376	405000	2	1.75	1710	4234
1377	625000	3	2	2140	3600
1378	207000	4	2.5	2100	19680
1379	370000	4	2.5	2100	19680
1380	475000	3	2.5	1460	4961
1381	365000	2	1	990	8250
1382	411800	4	2.25	2190	6800
1383	247500	4	2	2460	5921
1384	616300	3	2	1700	8400
1385	348000	3	1.5	1330	6768
1386	425000	3	2.5	1630	10762
1387	820000	5	2.75	2830	6137
1388	832000	4	2.25	3190	52953
1389	835000	3	1.75	1490	3840
1390	350000	3	2.5	1630	3425
1391	1130000	6	3.75	3010	4360
1392	320000	3	2.5	1590	3480
1393	150000	3	1	1250	7210
1394	340000	3	1	1710	10190
1395	785500	4	4	3280	8448
1396	410500	4	2.5	3362	8601
1397	580000	3	2.5	2200	11000
1398	345000	2	1.5	830	920
1399	550000	3	2.25	2160	37000
1400	449500	4	3	2580	7299
1401	300000	3	1	2150	7007
1402	915000	4	2.5	3510	28052
1403	1580000	4	3.75	3810	9916
1404	599000	4	2.75	2020	2750
1405	755000	4	2.5	2120	10202
1406	400000	3	1	1250	7157
1407	133000	3	1	980	9115
1408	485000	4	2.75	2560	8956
1409	470000	4	2.5	1850	11250
1410	548800	4	1	1660	4704
1411	315000	2	1	1080	2674
1412	590000	3	2	3030	9374
1413	439950	4	2.5	2380	12067
1414	400000	2	1	880	5111
1415	685000	4	2.5	2770	10051
1416	339950	3	2	1340	10200
1417	315000	3	1.75	1660	8160
1418	411753	3	2.5	1710	3795
1419	577000	2	1.75	1620	4879
1420	210000	3	2	1440	10111
1421	640000	4	1.75	2020	16120
1422	460000	4	1.75	1870	8663
1423	265000	2	1	620	4760
1424	740000	5	5	5774	31675
1425	230000	3	1	1240	6195
1426	315000	3	1.75	1890	10661
1427	432000	3	1.75	2410	51763
1428	467000	3	2.5	1530	3984
1429	255000	5	3.75	2800	9900
1430	190000	4	2	1580	6250
1431	490000	3	2	1450	2400
1432	378000	4	1.75	1990	23200
1433	598800	6	4	4470	17877
1434	333800	5	3	1980	3868
1435	690000	4	2.5	2920	9904
1436	320000	4	1.75	1660	6200
1437	1250000	4	3.5	3190	6000
1438	335000	3	1.5	1560	9600
1439	840000	3	2.5	3050	33920
1440	608250	4	2.75	3030	21780
1441	550000	3	2.5	2260	4165
1442	240000	3	1	1260	7920
1443	998000	3	2.25	3370	11757
1444	275000	3	1.75	1490	8000
1445	284200	3	2.5	1570	9292
1446	1720000	4	3.75	4490	7623
1447	2400000	4	3.75	4090	24825
1448	930000	4	3	2900	10400
1449	480000	2	1.5	1008	26487
1450	483945	2	1.75	1480	5120
1451	347000	3	1.75	1240	8050
1452	232500	3	2	1370	9760
1453	390000	4	2.25	1770	33132
1454	590000	4	2.5	2340	8971
1455	345000	4	2.5	2280	8190
1456	429800	3	2	1970	7000
1457	302000	4	1.75	1530	17664
1458	800000	4	1.5	1790	3952
1459	250000	3	2.5	1700	6000
1460	605000	3	2	2660	4500
1461	412000	3	1.75	1950	52256
1462	252000	3	2	1340	5670
1463	471750	5	3.5	3790	8200
1464	490000	4	2.25	2020	85813
1465	439000	2	1	800	5100
1466	355000	4	2	1770	8890
1467	250000	1	0.75	940	87120
1468	780000	4	2.25	2260	16188
1469	409000	2	1	890	3271
1470	420000	2	1	860	3880
1471	200000	1	0.75	680	9600
1472	830000	2	1.5	2130	35679
1473	695000	3	2.5	2390	4555
1474	815000	4	2.75	3488	9614
1475	210000	3	1.75	1260	6223
1476	562500	4	2.5	2440	7322
1477	402500	4	2.5	2600	11951
1478	310000	3	1	1990	7173
1479	500000	4	2.5	2840	18001
1480	430000	6	3	2630	8800
1481	1600000	3	4.25	2820	7200
1482	627500	4	1	1560	4080
1483	335000	4	2.5	2330	7050
1484	962000	4	2.25	3320	20100
1485	299000	3	1.75	1730	14270
1486	399950	4	2.5	3110	5868
1487	430000	2	1.5	950	4625
1488	307000	3	1.75	1890	13860
1489	194000	3	1.5	1010	5000
1490	180000	3	1	1010	8581
1491	722500	4	2.5	2460	9296
1492	470450	2	1	1010	3400
1493	176250	4	2	1440	6702
1494	560000	5	1	1710	9100
1495	830000	3	2.5	2760	11287
1496	276900	2	1	1350	10096
1497	463500	1	1	1090	8750
1498	272000	3	2	1380	7476
1499	305000	2	1	1290	3140
1500	387500	2	1	870	6126
1501	352000	4	2.5	2470	5015
1502	507000	3	1.75	2140	40098
1503	156000	3	1	770	9750
1504	630000	4	2.5	2510	35020
1505	275000	5	1.5	1950	9000
1506	835000	5	4	3600	14720
1507	340000	4	2.5	2380	7850
1508	329350	2	1	720	6687
1509	1480000	3	3.5	4070	26000
1510	475000	3	1	1250	150117
1511	719950	3	2.25	2190	2416
1512	235000	1	1	810	2451
1513	875000	3	1.5	2440	5750
1514	380000	4	1.75	1740	9150
1515	325000	3	2.25	1480	97138
1516	210000	2	2	1190	7570
1517	505000	3	2.5	2100	17882
1518	464900	4	2.25	2020	8424
1519	650000	3	2	2520	5980
1520	369950	2	2.75	1370	1140
1521	250000	3	2.5	1530	2890
1522	320000	3	2.5	1530	2890
1523	2530000	4	4.25	5040	16048
1524	340000	4	2.25	2530	24700
1525	440000	2	1.5	1010	1968
1526	399950	4	1.5	1850	6125
1527	528000	4	1.75	1860	9750
1528	545000	4	1.75	1940	8990
1529	575000	2	2	1680	6194
1530	235000	4	2.75	1770	10184
1531	272000	3	2.5	1790	6371
1532	380000	4	1.75	1720	9600
1533	195000	3	1	1280	6967
1534	297000	3	2.5	1690	4988
1535	349000	4	2.5	2190	7294
1536	320000	2	1	710	5200
1537	439900	2	2	1410	12282
1538	429000	3	3.25	2210	3600
1539	462000	5	2	1380	4300
1540	550000	3	2.5	1900	3255
1541	150000	3	1	1240	5200
1542	460000	3	2.5	1730	8490
1543	632500	4	2.5	2090	10306
1544	361000	3	1.75	1650	11220
1545	370000	6	2.75	3240	5750
1546	884250	4	2.5	3840	12151
1547	235000	2	1	870	5000
1548	767500	6	3.5	2410	6000
1549	1200000	3	1.75	1560	8078
1550	715000	3	2.5	2410	46609
1551	417000	4	2.25	2300	7700
1552	199000	3	1	1390	12145
1553	545000	4	1.5	1370	3708
1554	192500	2	1	950	7692
1555	822500	3	2.5	3090	7708
1556	800000	4	2.5	2390	10000
1557	3850000	4	4.25	5770	21300
1558	295000	3	2.5	1460	7936
1559	750000	4	2.75	3430	13907
1560	502000	4	1.5	1700	8400
1561	1030000	3	1.75	2640	8000
1562	398500	3	1	1200	15960
1563	700000	2	1.5	1850	4945
1564	248000	5	1.5	1510	9078
1565	383000	4	2.5	2640	8055
1566	688000	4	3	3000	4000
1567	521000	3	2	1870	5455
1568	365000	2	1	990	9223
1569	491000	3	2	2005	7000
1570	643000	3	2.75	2030	7700
1571	583500	4	1	1530	3900
1572	310000	3	2.5	1990	3600
1573	310000	3	1.75	1420	7650
1574	280000	3	1	1400	13975
1575	272000	4	2.5	1870	5692
1576	870000	4	3	3040	36246
1577	307000	3	2	1790	7259
1578	490000	2	1.5	1590	4500
1579	399950	3	2	2050	9396
1580	1640000	5	3.5	4220	26784
1581	491500	4	2.75	2100	7236
1582	345000	3	2.25	2120	15003
1583	852000	3	3	2400	4000
1584	585000	5	3.5	3180	40946
1585	723000	4	2	2790	8793
1586	594000	3	2.25	2080	70567
1587	405000	2	1.5	1370	4102
1588	725500	4	2.5	2790	74495
1589	800000	2	1	1740	5719
1590	180500	3	2.5	1800	8518
1591	325000	3	2.5	1800	8518
1592	235000	3	1.75	1190	7280
1593	330000	2	1	860	8308
1594	678500	3	2	2460	6600
1595	250000	2	1	670	4640
1596	185000	3	1	980	9135
1597	1740000	4	2.25	3040	5000
1598	251700	3	2.25	1810	11800
1599	400000	4	2	1560	8250
1600	1700000	5	2	2500	15250
